성별,연령대,총인구수,1인가구수,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 비사용 인구수,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,카카오톡 비사용 인구수,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,cluster
1,40,1845.0,159.81,69.41,544.23,1776.16,2.4,5923.22,8.81,99.13,0.14,78.97,11.04,19.85,6.14,8.88,24.72,9.18,578060.88,145338.54,901.43,381.26,10.98,75.81,150.84,210.53,46.96,0.08,-0.26,19.15,2.67,1.67,2
1,45,1829.11,160.99,69.63,538.36,1765.32,2.36,5549.13,6.83,90.37,0.09,75.13,15.11,20.12,6.08,7.7,25.67,9.45,569516.52,147711.49,996.86,441.97,11.61,72.06,142.14,201.44,44.51,0.05,-0.34,16.3,2.98,1.67,2
1,50,1498.0,140.33,71.68,543.21,1463.69,2.4,5685.3,5.74,70.52,0.03,68.86,12.73,19.33,5.97,5.0,25.21,9.21,570539.53,148364.46,980.36,429.28,11.29,60.65,120.17,164.78,38.58,-0.04,-0.42,13.5,3.02,1.67,3
1,55,1462.0,142.79,68.13,539.07,1442.19,2.17,4783.2,8.67,65.37,-0.01,65.56,13.92,19.83,5.54,3.2,22.82,9.43,602327.94,152068.8,815.0,459.54,10.0,52.73,89.38,119.82,29.1,-0.07,-0.51,11.85,3.27,1.67,3
1,60,949.8,108.82,65.77,508.89,941.63,2.67,4753.85,7.92,44.38,-0.02,50.73,11.8,17.99,4.97,2.35,21.03,9.35,639875.59,163727.36,747.18,425.76,9.23,46.51,70.5,100.02,26.46,-0.1,-0.59,8.68,3.1,1.67,3
1,65,803.83,112.55,56.96,499.88,795.9,2.08,4166.67,2.37,49.14,-0.05,50.58,12.26,16.14,4.59,1.93,18.78,8.41,693789.11,180637.83,689.66,404.59,8.49,42.95,44.04,69.62,21.29,-0.12,-0.62,8.94,3.33,1.67,3
1,70,522.7,70.01,0.0,0.0,522.7,0.0,3818.18,5.01,47.8,-0.12,38.47,14.86,11.9,3.82,1.38,15.25,7.05,771262.51,199120.18,496.6,306.95,7.38,39.43,33.31,50.27,18.46,-0.23,-0.65,10.91,0.0,1.67,4
1,75,931.3,328.1,0.0,0.0,928.22,2.5,2100.0,3.15,246.7,-0.26,29.98,7.78,7.89,2.84,0.53,10.73,5.46,912427.29,248656.96,324.43,226.61,5.58,30.68,19.28,28.74,11.61,-0.51,-0.65,5.56,0.0,0.0,4
2,20,1854.07,568.86,65.25,509.71,1829.16,2.5,3886.08,4.53,3.11,0.01,68.23,14.8,5.83,3.78,7.15,18.68,8.24,657389.7,163394.59,522.84,315.8,8.29,40.02,94.64,126.13,30.37,0.11,-0.18,15.85,2.39,1.67,1
2,25,1522.56,469.77,56.02,535.18,1433.23,2.56,6529.76,9.62,12.76,0.09,70.1,10.46,7.69,4.4,8.42,20.8,8.82,629076.57,163761.23,579.62,352.01,9.58,45.3,120.31,178.28,38.5,0.13,-0.15,18.39,2.79,1.67,1
2,30,1538.0,231.4,59.68,524.71,1453.67,2.3,5713.86,7.83,8.03,0.13,58.67,8.85,9.7,5.13,8.71,21.06,8.65,638331.51,158655.18,537.38,342.25,9.69,49.01,141.54,221.09,42.66,0.09,-0.16,19.26,2.38,1.67,1
2,35,1616.0,210.42,53.74,508.04,1555.65,2.25,5228.99,6.86,26.82,0.04,62.65,9.35,11.91,5.58,6.44,18.3,7.85,711231.04,177002.51,483.3,342.83,7.93,47.24,134.3,232.9,40.46,0.02,-0.22,18.44,2.65,1.67,1
2,40,1885.0,155.36,58.57,483.4,1811.03,2.47,5752.38,6.9,43.36,-0.01,71.82,11.31,13.07,6.01,4.74,18.44,8.02,715739.32,175860.25,479.43,324.91,8.03,49.13,127.95,227.81,38.45,-0.05,-0.31,16.7,2.63,1.67,1
2,45,1676.0,135.72,52.31,482.38,1594.46,2.64,6515.33,6.35,38.5,-0.06,73.59,13.76,13.68,5.79,3.29,18.8,7.13,715130.39,184124.38,437.99,297.77,7.72,47.52,113.03,201.66,30.72,-0.11,-0.38,14.92,3.07,1.67,1
2,50,1624.0,159.25,52.99,477.49,1557.01,2.32,6435.19,7.5,32.48,-0.07,73.3,16.26,13.66,5.31,2.3,19.64,7.8,694296.25,172650.49,473.22,342.09,7.82,44.03,99.23,170.24,26.65,-0.12,-0.41,12.77,2.7,1.67,6
2,55,1524.61,149.69,54.44,493.08,1507.88,2.5,6459.92,5.18,35.85,-0.07,71.53,12.89,13.79,4.77,1.72,19.11,8.2,700172.91,176615.77,467.57,357.65,7.44,42.77,78.38,136.75,22.49,-0.12,-0.51,10.91,2.4,1.67,6
2,60,1124.39,139.06,53.58,488.71,1108.54,1.88,4824.56,6.12,38.73,-0.07,74.1,10.99,12.52,4.08,1.38,17.24,7.88,749870.55,192593.35,411.42,325.34,6.59,42.66,53.01,99.19,18.67,-0.15,-0.58,8.33,2.33,1.67,6
2,65,981.8,162.16,52.59,447.39,975.28,2.92,4217.95,4.49,52.16,-0.14,70.05,11.89,11.78,3.75,1.2,14.44,6.74,805274.49,207504.89,359.23,305.89,6.42,37.89,33.51,64.32,13.52,-0.22,-0.63,10.75,5.0,1.67,6
2,70,719.0,107.07,0.0,0.0,719.0,0.0,5190.48,3.67,65.04,-0.2,65.38,9.08,10.61,3.11,0.68,12.46,5.99,869216.63,231790.25,318.92,268.03,5.65,32.82,22.19,39.37,9.85,-0.32,-0.64,12.56,1.67,1.67,5
2,75,1332.81,564.68,0.0,0.0,1325.78,2.5,10055.56,3.31,473.18,-0.29,49.86,10.62,7.48,2.48,0.33,8.38,4.27,944604.04,253081.53,244.42,178.2,4.18,29.4,16.43,26.67,9.77,-0.63,-0.66,6.92,5.0,1.67,5
1,20,1370.0,320.46,74.49,496.77,1330.86,1.9,7045.05,6.45,4.89,0.09,70.24,8.57,7.78,3.61,13.26,18.18,8.21,632708.84,164230.82,555.89,308.63,9.94,80.76,110.75,132.82,40.34,0.29,-0.17,17.0,2.6,1.67,2
1,25,1336.0,302.99,56.39,550.96,1257.23,2.6,7064.9,10.38,34.66,0.2,75.54,10.74,10.31,4.31,13.37,21.29,9.11,586980.57,147545.26,662.87,345.53,11.49,81.8,133.54,168.53,47.62,0.25,-0.21,20.36,3.11,1.67,2
1,30,1426.0,226.47,62.16,557.14,1342.47,2.44,6003.77,10.04,53.7,0.21,62.44,10.8,14.31,4.97,12.47,23.65,9.63,544513.21,143362.39,758.35,391.39,12.67,77.21,147.19,189.31,48.0,0.19,-0.16,21.32,2.83,1.67,2
1,35,1390.0,199.99,67.35,544.97,1327.72,2.54,6188.31,5.51,76.44,0.14,70.38,11.17,16.57,5.96,9.47,23.94,9.66,536321.69,146198.27,814.67,391.61,12.81,72.81,153.43,208.91,47.54,0.09,-0.28,19.96,2.73,1.67,2
1,40,1458.0,190.38,66.15,552.44,1409.32,2.3,5431.14,8.59,55.63,0.11,75.74,13.6,17.8,5.74,9.63,25.36,9.51,541966.83,144945.09,900.29,392.64,12.73,76.45,147.85,207.4,46.49,0.07,-0.3,17.8,3.24,1.67,2
1,45,1282.0,164.42,64.88,540.64,1239.97,2.41,5975.23,7.29,100.41,0.04,74.64,11.48,18.62,5.48,7.06,24.56,9.21,561798.84,152595.89,935.1,405.33,12.38,70.49,134.11,187.96,42.95,-0.01,-0.37,17.15,2.71,1.67,2
1,50,1416.0,175.2,65.16,531.09,1358.25,2.1,6175.0,12.84,66.31,0.01,68.08,13.6,18.73,5.34,4.71,23.81,9.63,558840.54,151613.62,930.25,418.72,12.05,62.76,98.15,153.75,34.79,-0.02,-0.46,13.98,2.98,1.67,3
1,55,1482.0,178.37,66.98,542.01,1443.72,2.82,6049.81,10.54,82.03,-0.03,60.29,12.54,18.04,4.87,2.93,22.03,9.24,573594.31,150435.87,828.82,443.76,11.45,51.24,76.62,109.52,28.33,-0.09,-0.55,9.79,2.67,1.67,3
1,60,1136.0,148.75,66.1,520.71,1121.34,2.5,5895.24,9.35,56.8,-0.02,57.71,10.75,18.01,4.55,2.51,21.61,9.49,588283.22,152832.57,820.44,470.52,10.86,47.53,57.58,87.15,23.45,-0.08,-0.61,8.51,2.92,1.67,3
1,65,837.0,129.81,60.6,504.77,832.94,2.22,5431.03,5.5,51.47,-0.06,46.85,10.22,15.92,4.03,1.73,18.8,8.69,647564.21,170998.63,717.83,423.65,10.3,42.17,44.97,67.26,20.92,-0.15,-0.62,7.22,0.0,0.0,0
1,70,543.12,79.21,0.0,0.0,541.74,1.67,5555.56,4.85,56.81,-0.13,32.96,10.31,12.45,3.51,1.5,16.42,7.35,722270.15,193861.88,506.34,304.53,9.44,38.81,31.4,48.2,17.3,-0.28,-0.64,17.33,0.0,0.0,4
1,75,872.88,261.05,0.0,0.0,871.49,0.0,2333.33,3.82,202.29,-0.25,28.29,5.42,8.17,2.59,0.67,11.78,5.76,825093.51,228691.17,364.52,213.71,6.79,33.01,22.5,30.92,11.5,-0.47,-0.66,11.9,0.0,0.0,4
2,20,1523.0,391.7,70.27,509.55,1495.74,2.5,6400.0,8.95,3.41,0.07,73.02,12.6,7.13,4.03,9.02,19.64,8.68,633857.12,166336.17,529.95,316.63,10.64,43.1,105.14,144.84,34.91,0.16,-0.15,18.03,2.47,1.67,1
2,25,1320.0,333.02,58.95,508.5,1223.72,2.39,6938.89,12.03,15.53,0.12,67.24,9.44,7.93,4.6,9.11,22.45,9.3,574773.21,149014.81,614.38,368.03,12.14,48.04,134.26,190.56,39.94,0.15,-0.13,19.92,2.69,1.67,1
2,30,1395.0,222.11,59.31,521.14,1308.46,2.67,6860.0,11.66,20.77,0.14,64.31,11.72,9.85,4.88,8.86,20.86,9.06,591508.93,155375.12,561.16,360.14,11.85,48.17,151.32,229.02,43.57,0.09,-0.12,20.73,2.9,1.67,1
2,35,1233.0,171.38,61.59,505.97,1166.57,2.6,5883.95,7.97,26.57,0.06,58.16,10.7,11.28,5.22,6.52,19.68,8.52,628700.65,165178.35,494.5,321.38,10.63,51.87,143.19,237.36,41.74,0.0,-0.22,18.28,2.4,1.67,1
2,40,1301.0,166.16,55.19,505.15,1241.34,2.69,6654.14,7.23,22.95,0.01,76.72,12.8,12.12,5.56,4.76,18.93,8.03,654008.05,170223.03,441.84,274.51,10.03,54.43,132.38,246.03,38.57,-0.02,-0.28,17.47,2.68,1.67,1
2,45,1370.0,173.76,57.15,494.81,1309.6,2.27,6401.57,9.62,43.93,-0.05,80.15,12.77,13.57,5.37,3.97,19.28,7.76,645007.82,171483.53,493.19,298.61,9.91,51.61,108.39,201.29,32.03,-0.1,-0.37,14.88,2.92,1.67,1
2,50,1546.0,180.03,57.52,495.78,1510.76,2.56,5921.92,6.99,58.74,-0.08,70.99,17.78,13.3,5.02,2.4,18.96,8.04,651603.18,167189.08,471.87,324.46,9.76,46.0,88.81,161.58,24.79,-0.14,-0.45,12.67,3.06,1.67,6
2,55,1544.0,190.19,54.2,499.01,1503.7,2.19,6312.24,7.01,40.3,-0.07,71.7,11.68,13.35,4.41,1.78,18.56,8.32,653886.69,165561.36,438.26,360.3,9.73,46.15,74.47,130.97,21.6,-0.13,-0.51,9.41,2.74,1.67,6
2,60,1201.0,159.84,53.16,499.93,1194.08,2.78,5071.9,5.19,44.99,-0.07,76.06,12.11,12.74,3.99,1.33,17.07,7.82,694365.27,177039.78,427.76,349.35,8.91,43.68,56.05,97.85,18.63,-0.15,-0.6,8.15,0.0,1.67,6
2,65,984.0,173.05,52.93,455.13,979.31,3.33,4200.0,5.26,34.42,-0.12,66.71,9.04,11.34,3.35,0.9,15.23,7.12,740502.88,189889.94,357.72,309.69,8.17,39.46,35.3,58.81,14.55,-0.21,-0.63,9.84,1.67,0.0,5
2,70,701.84,119.01,10.0,320.0,697.46,1.67,4527.78,3.33,81.88,-0.19,65.4,10.19,10.24,2.98,0.73,12.17,5.76,810391.72,224400.77,325.86,232.86,6.75,35.84,27.08,45.08,11.75,-0.33,-0.65,10.83,0.0,1.67,5
2,75,1076.16,392.67,0.0,0.0,1071.77,2.22,7083.33,3.53,356.77,-0.28,51.65,11.97,7.78,2.29,0.48,8.84,4.48,884234.34,244716.23,244.95,167.55,5.09,29.13,19.46,30.66,11.08,-0.62,-0.65,10.3,3.33,0.0,5
1,20,674.0,238.06,71.63,537.92,641.52,2.08,7869.05,13.25,0.0,0.15,83.0,12.62,8.57,4.5,15.47,20.68,8.28,593869.48,147800.4,647.35,302.04,10.16,84.45,129.0,156.59,44.18,0.34,-0.16,20.72,3.51,1.67,2
1,25,778.0,281.4,68.38,508.87,723.14,2.65,6602.56,12.18,4.99,0.21,71.79,13.3,12.4,5.63,14.37,19.5,8.16,603490.92,149767.63,582.81,327.63,10.33,81.47,139.37,168.1,49.49,0.25,-0.17,24.05,3.03,1.67,2
1,30,886.0,339.59,68.98,540.3,792.12,2.6,7562.15,19.21,20.54,0.23,74.98,16.28,15.2,5.82,15.1,21.9,8.58,584218.56,146930.99,730.21,335.32,10.52,78.28,160.32,190.36,48.76,0.18,-0.2,24.83,3.0,1.67,2
1,35,831.0,287.89,76.57,517.1,753.3,2.61,6479.4,13.41,57.43,0.13,73.83,18.29,16.66,6.19,10.32,20.67,8.42,609466.26,142090.65,726.51,389.23,10.03,77.31,141.98,188.86,45.86,0.05,-0.24,24.96,3.04,1.67,2
1,40,882.0,231.47,70.23,567.2,807.46,2.29,7285.71,10.92,27.95,0.1,66.49,15.48,16.1,5.74,10.16,20.56,8.48,597009.73,140951.9,802.03,375.74,10.45,75.92,137.49,202.2,44.67,0.08,-0.33,20.37,2.97,1.67,2
1,45,841.0,214.19,72.97,514.36,772.15,2.35,7514.88,10.56,41.8,0.05,71.02,17.29,17.06,5.83,7.06,21.74,8.42,592780.56,140385.52,864.22,354.21,10.01,72.51,127.32,180.52,36.96,0.0,-0.36,17.66,3.14,1.67,2
1,50,823.0,176.42,68.03,531.62,793.16,2.64,6745.83,12.99,42.27,0.01,59.82,17.4,15.48,5.11,4.66,21.37,8.91,588974.06,145040.37,836.08,384.56,10.47,62.58,105.52,150.34,32.89,-0.03,-0.49,15.04,3.51,1.67,3
1,55,729.0,149.35,75.76,555.67,706.22,2.41,6114.58,12.85,37.97,-0.04,53.88,12.38,16.7,4.76,4.39,20.77,8.17,579437.86,140577.82,805.12,345.0,9.15,49.14,75.87,108.16,26.41,-0.03,-0.54,13.57,3.33,1.67,3
1,60,574.0,133.73,66.28,505.09,562.35,2.38,6905.98,11.88,29.95,-0.05,49.4,18.81,16.35,4.48,3.02,20.36,8.77,604752.59,148885.63,716.95,422.46,8.88,47.6,61.02,84.66,23.85,-0.1,-0.61,14.38,0.0,1.67,3
1,65,488.0,104.18,75.68,484.34,480.38,3.33,5130.43,5.86,26.69,-0.07,44.91,9.01,14.96,3.86,2.23,18.38,8.55,632569.06,155013.15,664.96,367.5,8.97,41.79,37.79,57.29,21.14,-0.11,-0.62,9.83,1.67,1.67,3
1,70,304.1,62.66,0.0,0.0,304.1,0.0,7190.48,6.37,29.81,-0.16,32.15,14.31,10.82,3.41,1.82,14.45,6.59,736549.51,187324.18,495.12,284.38,7.79,38.37,25.63,43.3,15.74,-0.24,-0.65,26.67,0.0,0.0,4
1,75,494.9,140.93,0.0,0.0,490.43,2.5,5722.22,4.23,137.14,-0.25,31.21,15.33,8.32,3.0,0.76,11.39,5.91,819418.38,216668.8,339.18,220.23,6.08,33.33,24.26,33.31,13.76,-0.45,-0.64,9.38,1.67,0.0,4
2,20,765.0,302.08,68.51,511.64,734.14,2.38,7585.03,14.12,4.41,0.03,86.19,11.85,6.51,4.54,8.99,20.46,7.95,643487.44,166642.61,612.05,339.39,9.49,39.59,105.96,142.21,32.62,0.14,-0.16,18.62,2.59,1.67,1
2,25,824.0,329.65,66.89,536.8,746.16,2.7,8510.87,14.01,5.37,0.15,82.96,11.95,9.71,5.36,9.84,21.42,8.66,563356.07,138034.21,643.87,413.5,10.63,51.08,139.38,188.99,39.98,0.16,-0.09,21.16,2.78,1.67,1
2,30,842.0,314.62,62.16,513.07,776.75,2.62,6503.27,11.81,12.43,0.15,68.46,9.23,10.08,5.35,8.98,19.9,8.08,602822.84,142840.49,646.3,363.98,9.97,51.12,147.88,221.36,43.73,0.1,-0.14,23.1,2.78,1.67,1
2,35,779.0,266.56,62.45,524.71,712.55,2.5,7312.17,13.27,25.84,0.06,68.47,10.4,9.8,5.34,6.41,18.88,8.0,613974.6,143752.7,489.67,319.13,8.78,54.85,138.9,231.89,39.37,-0.01,-0.28,20.76,2.33,1.67,1
2,40,823.0,221.99,60.18,500.84,724.24,2.61,7627.45,17.2,16.46,0.04,67.83,11.94,11.37,5.49,7.02,17.81,7.22,645321.2,153951.21,455.86,266.5,8.12,54.27,131.59,232.23,38.77,-0.01,-0.28,19.72,2.5,1.67,1
2,45,773.0,190.76,60.9,495.42,721.85,2.16,6204.44,12.18,36.94,-0.03,75.35,15.88,13.3,5.92,5.06,18.8,7.58,627804.34,148023.54,503.36,318.31,8.24,52.16,127.13,209.97,33.21,-0.12,-0.36,16.43,2.46,1.67,1
2,50,810.0,166.59,65.21,516.71,766.86,2.59,7140.85,11.83,28.76,-0.05,78.37,16.77,14.61,5.43,2.95,18.4,8.28,638912.34,148877.74,429.61,324.46,7.69,48.8,103.7,179.09,26.74,-0.12,-0.39,13.36,2.64,1.67,6
2,55,826.0,172.72,63.39,500.63,810.61,2.22,5891.3,9.94,48.74,-0.09,70.52,14.47,13.19,4.76,2.39,16.98,7.66,648892.42,157979.83,381.86,304.78,7.08,46.16,75.38,119.14,22.3,-0.16,-0.5,8.65,3.61,1.67,6
2,60,653.0,149.05,61.13,474.41,645.13,2.08,5802.08,6.63,33.44,-0.06,75.64,13.6,12.86,4.14,1.45,17.12,7.55,679571.3,162633.03,393.45,302.55,6.8,42.97,58.8,95.12,18.81,-0.15,-0.59,8.73,2.5,1.67,6
2,65,600.0,155.72,58.4,476.11,596.04,1.67,5640.0,7.92,29.7,-0.05,77.2,10.95,12.75,3.78,1.66,15.92,6.73,708476.05,177630.43,410.03,307.02,7.18,42.05,45.51,75.19,18.8,-0.19,-0.63,11.41,0.0,1.67,6
2,70,387.85,83.85,0.0,0.0,386.19,3.33,5866.67,3.42,53.04,-0.17,66.87,8.05,11.55,3.44,0.69,12.34,5.72,799385.49,212016.38,360.33,275.93,5.53,37.54,26.29,42.84,12.23,-0.3,-0.63,10.71,0.0,1.67,5
2,75,633.15,222.76,0.0,0.0,626.52,2.5,7133.33,2.88,246.96,-0.3,56.03,8.24,7.68,2.38,0.51,9.1,4.41,861993.54,233850.48,247.54,173.73,5.22,29.74,28.54,28.89,13.04,-0.65,-0.65,9.26,1.67,0.0,5
1,20,621.0,45.17,78.57,460.15,596.88,3.33,7437.5,16.5,0.0,0.05,68.94,15.06,7.42,3.64,13.17,20.24,8.48,637109.71,184135.95,514.93,249.43,8.74,80.4,109.92,125.79,43.38,0.28,-0.19,16.94,2.92,0.0,0
1,25,554.0,44.08,68.38,552.79,519.85,2.04,7488.37,11.64,3.79,0.17,68.09,13.43,11.42,4.52,13.01,22.99,9.66,576797.72,160030.59,667.17,296.0,11.13,79.73,125.8,147.3,44.5,0.23,-0.24,19.87,2.5,1.67,2
1,30,735.0,105.34,73.3,502.53,681.1,2.27,6378.21,12.67,14.7,0.18,69.43,8.78,15.26,5.3,13.31,24.17,10.19,569654.67,168918.89,790.71,365.1,10.97,73.37,129.33,172.25,53.11,0.19,-0.28,22.26,2.62,1.67,2
1,35,674.0,89.23,82.26,544.68,640.3,2.5,6766.67,8.75,25.28,0.19,73.87,18.84,14.42,5.18,11.68,23.87,9.61,557778.13,144144.37,806.76,357.11,11.34,78.99,154.97,199.0,46.19,0.11,-0.25,21.25,3.0,1.67,2
1,40,753.0,82.4,85.35,541.95,725.99,2.08,5703.13,9.87,50.65,0.09,68.65,10.91,16.17,5.29,10.48,24.33,9.79,569390.99,153127.88,894.9,383.95,10.97,79.3,137.17,190.39,44.12,0.06,-0.3,18.2,2.87,1.67,2
1,45,702.0,76.72,75.04,526.19,668.39,1.67,4691.36,13.3,59.74,0.05,69.78,12.06,17.13,5.13,6.49,23.96,9.1,529045.67,151898.69,931.9,390.51,10.92,74.54,128.98,190.7,38.7,0.0,-0.34,18.44,3.23,1.67,2
1,50,726.0,85.03,78.7,535.72,702.58,2.5,6694.44,8.47,52.69,0.0,66.97,13.83,17.81,5.14,5.33,23.85,9.48,550089.93,153146.64,948.88,411.53,10.58,60.82,105.04,150.95,33.65,-0.05,-0.44,13.0,2.73,0.0,0
1,55,710.0,100.44,84.48,531.73,701.16,2.22,7026.32,10.37,58.92,0.0,55.73,13.77,17.35,4.74,3.33,22.3,9.0,581335.14,160124.44,895.48,443.93,10.49,52.02,83.82,121.21,30.3,-0.14,-0.58,11.8,2.92,1.67,3
1,60,540.0,68.48,75.44,516.48,528.3,2.33,5047.62,5.8,31.19,-0.03,53.33,9.82,16.74,4.78,2.26,21.76,9.15,595230.15,164164.44,760.17,396.31,9.64,49.21,60.31,88.15,24.3,-0.13,-0.6,11.43,0.0,1.67,3
1,65,443.0,108.35,71.25,507.32,443.0,0.0,5757.58,8.61,47.2,-0.08,49.5,8.23,15.96,3.92,1.83,18.06,8.37,650420.28,175032.22,766.98,443.89,8.48,46.44,38.64,66.88,19.34,-0.2,-0.62,8.18,0.0,1.67,3
1,70,329.09,89.1,0.0,0.0,329.09,0.0,8703.7,1.68,31.25,-0.12,35.81,6.67,10.67,3.02,2.15,14.61,6.72,719470.39,200628.49,540.85,303.68,7.05,40.92,30.19,50.14,15.8,-0.23,-0.65,8.33,5.0,0.0,4
1,75,501.91,205.45,0.0,0.0,501.91,0.0,4333.33,2.56,148.92,-0.25,25.15,15.71,6.94,2.52,0.49,10.28,5.13,839331.47,246242.86,277.08,221.77,5.64,31.58,23.35,26.65,8.4,-0.58,-0.66,0.0,0.0,0.0,4
2,20,611.0,50.52,72.25,513.1,581.9,3.06,7057.97,14.29,4.85,0.04,63.13,13.12,6.16,4.03,8.68,21.98,9.0,589012.7,165660.05,612.47,269.17,9.62,48.29,106.92,143.86,33.49,0.14,-0.19,17.1,2.0,1.67,1
2,25,484.0,44.3,70.87,558.39,433.66,2.56,8649.12,14.4,3.87,0.11,68.33,11.98,7.82,4.21,8.91,22.29,8.74,570720.8,147060.0,669.47,412.28,10.52,48.6,135.81,192.65,41.33,0.14,-0.15,18.49,2.41,1.67,1
2,30,599.0,79.67,72.21,526.87,558.77,2.41,6266.67,12.69,13.41,0.1,50.73,8.06,9.53,5.19,10.0,20.86,9.05,631108.46,173654.62,611.11,337.1,10.38,50.33,139.35,223.94,44.01,0.03,-0.24,20.44,2.92,1.67,1
2,35,640.0,78.26,65.8,494.25,602.67,2.86,6848.48,10.0,5.33,0.04,60.15,10.89,9.25,4.87,7.89,18.68,7.6,664946.22,188209.8,525.49,291.76,8.73,52.07,129.38,240.82,43.2,0.05,-0.25,20.33,2.19,1.67,1
2,40,738.0,76.37,67.54,506.42,695.83,2.83,7959.18,12.0,25.3,-0.01,71.63,8.96,11.65,5.55,5.19,19.03,8.44,663077.52,167616.67,462.09,299.32,7.4,55.85,134.7,243.11,35.26,-0.07,-0.25,17.65,3.06,1.67,1
2,45,741.0,77.27,69.92,495.19,687.04,2.78,6774.19,8.74,53.96,-0.07,72.46,13.42,12.53,5.55,3.74,19.51,8.3,667800.66,180836.96,510.98,315.26,7.74,54.8,117.23,195.96,31.49,-0.15,-0.35,15.6,2.45,1.67,1
2,50,771.0,91.92,60.12,508.59,753.87,2.5,6242.42,7.78,34.27,-0.08,65.18,13.75,13.11,5.2,2.19,19.31,7.77,669027.11,186499.88,471.07,330.43,8.03,48.69,106.75,177.04,24.4,-0.15,-0.46,12.39,2.95,1.67,6
2,55,767.0,104.09,68.42,538.85,759.9,1.67,5333.33,6.02,21.31,-0.07,82.2,15.96,13.41,4.57,1.37,19.25,8.69,658031.46,183188.42,418.48,338.12,7.65,42.12,68.65,116.59,18.73,-0.15,-0.52,9.44,1.67,1.67,6
2,60,684.0,88.33,66.13,472.55,672.79,2.0,5666.67,4.26,33.64,-0.07,69.58,13.62,12.76,4.31,1.36,18.36,8.65,694678.63,187130.11,421.89,376.31,7.23,45.7,53.49,104.47,18.22,-0.15,-0.6,10.99,0.0,1.67,6
2,65,697.0,205.24,60.86,506.27,692.0,1.67,4923.08,4.3,42.47,-0.12,68.43,7.52,10.08,3.32,0.75,15.98,7.14,744768.96,212273.43,383.06,304.93,6.56,39.85,31.02,60.44,15.69,-0.23,-0.63,8.11,0.0,1.67,6
2,70,399.28,110.92,0.0,0.0,397.44,1.67,4476.19,2.3,51.52,-0.18,61.67,8.08,9.74,3.05,0.79,12.03,5.92,831224.34,236318.22,300.0,234.89,5.69,36.12,28.55,42.12,11.03,-0.35,-0.64,11.11,0.0,0.0,5
2,75,750.72,351.81,0.0,0.0,750.72,0.0,7750.0,5.64,266.8,-0.27,44.31,13.33,7.08,2.28,0.46,8.49,4.67,868822.47,261324.56,205.19,174.32,4.48,28.67,17.26,23.83,8.21,-0.63,-0.66,3.89,0.0,0.0,5
1,20,563.0,24.92,85.52,487.27,544.84,2.0,7824.56,12.26,0.0,0.1,65.13,8.3,7.49,3.55,14.35,20.54,8.91,639941.08,134899.57,628.05,289.32,9.69,86.66,110.98,126.8,45.03,0.3,-0.19,15.33,2.67,0.0,0
1,25,491.0,23.7,67.6,531.01,470.45,2.78,5911.46,13.49,6.85,0.19,73.53,11.43,10.75,4.32,13.22,22.85,9.95,594902.49,127417.13,678.96,344.03,10.75,83.66,128.6,158.26,49.74,0.25,-0.2,20.7,3.07,1.67,2
1,30,622.0,50.11,78.68,538.79,562.31,2.37,7900.0,12.12,12.57,0.22,68.55,10.23,15.16,5.66,12.99,23.27,10.08,552011.45,120346.09,875.42,408.13,11.47,79.29,153.55,202.68,50.37,0.18,-0.21,21.24,2.69,1.67,2
1,35,851.0,62.66,76.78,552.52,822.22,2.38,6251.28,7.73,28.78,0.16,73.88,10.31,16.59,5.8,10.37,24.18,10.03,576157.12,116298.37,833.51,328.44,11.21,78.5,173.61,206.67,46.09,0.11,-0.25,19.09,2.8,1.67,2
1,40,905.0,61.72,81.12,536.54,849.43,2.14,5863.77,10.82,44.99,0.1,76.12,12.56,18.24,5.81,8.29,25.21,9.84,565562.37,117531.87,1015.71,360.55,10.99,76.07,139.47,206.89,44.33,0.06,-0.3,18.59,2.89,1.67,2
1,45,769.0,53.35,81.24,541.74,743.56,2.44,6274.07,9.92,39.13,0.05,71.12,16.82,18.39,5.46,6.77,24.37,9.27,570159.3,120480.76,950.38,365.44,10.84,73.6,117.4,175.94,38.32,0.0,-0.4,15.78,2.68,1.67,2
1,50,671.0,67.81,71.8,519.96,651.87,2.18,5740.06,8.99,32.37,0.02,66.18,15.77,18.23,5.12,4.68,25.16,10.02,568885.64,116504.92,945.81,424.28,11.4,63.63,105.05,152.35,33.23,-0.02,-0.46,11.92,2.83,1.67,3
1,55,730.0,81.6,77.48,523.56,711.47,2.17,5721.46,10.66,22.23,-0.01,60.64,16.85,19.49,5.36,3.14,23.45,9.69,574617.86,119640.22,891.55,460.08,10.38,55.31,77.95,116.62,27.58,-0.07,-0.54,10.49,2.92,1.67,3
