성별,연령대,총인구수,1인가구수,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 비사용 인구수,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,카카오톡 비사용 인구수,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,cluster
1,35,1314.04,673.39,60.17,554.17,1187.68,2.37,7304.0,18.07,57.26,0.15,85.15,16.83,20.77,7.79,10.27,20.21,9.45,631379.85,171439.88,607.38,408.24,8.52,63.75,146.69,178.21,45.12,0.04,-0.25,23.15,2.89,1.67,2
1,40,1015.0,428.24,58.2,537.31,934.29,2.49,6968.39,15.9,84.81,0.06,91.03,16.59,21.9,7.62,7.44,19.31,9.28,661869.9,182344.63,673.27,392.22,8.41,59.81,138.55,174.71,42.29,-0.04,-0.3,21.35,2.85,1.67,2
1,45,797.0,324.54,62.26,541.08,735.92,2.36,7230.63,16.07,56.61,-0.01,80.0,15.12,19.64,6.62,5.43,19.9,8.75,670356.21,187277.29,683.37,407.18,8.53,58.19,117.3,160.5,38.95,-0.09,-0.35,16.77,3.3,1.67,3
1,50,670.07,104.75,64.61,533.95,619.44,2.19,7361.7,13.7,40.81,0.0,81.72,14.95,21.66,6.85,4.92,21.24,9.2,641110.75,181041.19,868.03,466.76,9.58,57.97,109.6,143.15,37.83,-0.07,-0.42,17.17,3.25,1.67,3
1,55,648.0,138.23,66.56,520.07,602.39,2.57,6447.15,19.35,36.11,0.01,66.9,15.6,20.81,6.61,3.83,21.24,9.34,648463.91,181019.44,805.35,462.59,8.67,48.76,83.95,121.53,31.61,-0.08,-0.51,17.44,2.67,1.67,3
1,60,532.0,109.08,65.16,516.67,512.16,2.42,5824.56,9.83,27.05,-0.04,65.61,13.4,19.21,6.08,2.74,19.76,9.4,668021.11,185517.3,784.91,430.34,9.31,42.99,70.27,98.39,25.73,-0.08,-0.55,10.09,2.33,1.67,3
1,65,417.0,65.97,67.79,519.43,403.44,2.29,6537.88,8.54,16.95,-0.04,58.59,14.13,18.57,6.0,2.53,19.69,9.18,663840.74,185522.09,759.13,420.37,9.98,43.5,53.79,76.67,22.72,-0.09,-0.59,6.67,0.0,1.67,3
1,70,274.23,41.87,0.0,0.0,268.85,2.5,5783.33,7.35,25.54,-0.09,43.78,13.33,13.76,4.79,1.87,17.12,8.32,728667.66,203297.84,659.81,356.53,9.24,40.89,38.85,66.67,19.14,-0.21,-0.62,9.23,1.67,0.0,4
1,75,381.77,90.94,0.0,0.0,379.08,3.33,4888.89,6.01,57.8,-0.2,37.45,14.41,10.89,3.74,1.37,13.53,6.24,834647.33,256357.06,423.87,202.19,7.21,34.86,19.49,41.15,13.48,-0.34,-0.64,10.83,5.0,1.67,4
2,20,931.87,490.68,60.49,553.23,827.73,2.54,8937.5,17.71,4.84,0.15,93.42,12.6,11.0,6.0,10.81,18.44,9.31,623404.61,159395.7,554.32,375.97,8.58,41.65,118.69,160.46,38.28,0.18,-0.03,25.58,2.25,1.67,1
2,25,1845.39,975.18,52.57,548.82,1622.96,2.41,8643.5,19.28,23.11,0.17,77.95,10.37,11.58,6.06,10.61,18.3,9.09,627011.25,162772.19,527.65,394.36,7.95,46.94,134.24,191.62,41.11,0.15,-0.08,24.58,2.86,1.67,1
2,30,2070.45,1132.62,47.82,538.15,1807.84,2.58,8416.37,19.45,32.83,0.12,76.65,11.48,12.86,6.23,8.37,17.8,8.54,653885.79,178339.83,468.52,358.1,7.52,44.6,132.12,194.32,40.4,0.05,-0.14,22.56,2.45,1.67,1
2,35,1460.0,835.82,51.1,528.24,1294.04,2.61,7821.77,18.43,42.61,0.06,83.62,12.7,13.79,6.62,7.04,18.13,8.34,682900.47,190096.26,490.45,356.88,7.73,44.61,134.12,204.09,38.88,-0.03,-0.21,20.89,2.35,1.67,1
2,40,953.0,419.87,48.08,516.96,823.24,2.72,8106.76,21.85,29.3,0.01,83.97,14.22,13.43,6.52,5.49,17.35,7.73,719279.72,207514.86,500.8,334.25,7.41,49.88,121.11,203.79,36.12,-0.09,-0.26,19.58,2.63,1.67,1
2,45,745.0,301.7,57.2,509.16,665.78,2.6,7765.29,15.95,38.09,-0.03,86.24,14.98,15.1,6.4,4.32,18.51,7.7,715771.75,209368.04,516.98,318.33,7.79,53.1,109.56,194.82,34.1,-0.11,-0.32,17.7,3.04,1.67,1
2,50,780.0,149.79,56.99,492.63,733.08,2.57,7365.78,12.28,35.19,-0.04,82.74,17.3,15.63,6.45,3.47,18.45,8.55,728867.18,211777.81,526.98,375.45,8.09,46.58,96.86,173.36,28.57,-0.12,-0.36,12.72,2.92,1.67,6
2,55,834.0,163.87,51.56,517.8,806.7,2.73,6393.52,13.39,24.82,-0.06,81.67,13.36,15.27,5.72,3.1,17.46,8.18,726595.97,204140.55,518.63,349.0,7.58,44.2,78.27,143.86,25.85,-0.14,-0.47,14.5,2.86,1.67,6
2,60,664.0,140.77,61.64,514.6,638.69,2.44,7950.35,9.97,15.58,-0.03,78.91,14.03,15.77,5.61,2.1,17.29,8.32,756150.89,212255.26,530.11,357.84,7.97,42.3,64.83,119.7,22.72,-0.09,-0.54,10.62,1.67,1.67,6
2,65,510.0,91.33,53.19,486.4,489.6,2.95,6985.82,11.08,18.83,-0.06,90.07,8.38,15.17,4.91,1.89,16.67,7.59,756762.67,218674.74,534.67,323.63,7.45,40.27,51.53,92.76,18.93,-0.14,-0.57,13.33,3.33,1.67,6
2,70,355.16,65.99,0.0,0.0,348.14,2.33,7576.92,10.28,29.48,-0.13,72.43,12.26,13.11,4.19,1.28,14.08,6.97,808373.68,237701.32,422.22,264.96,6.44,37.36,26.08,56.13,15.38,-0.21,-0.61,11.11,0.0,0.0,5
2,75,461.84,127.2,0.0,0.0,450.61,2.38,8822.22,9.15,81.42,-0.24,65.79,10.99,11.17,3.66,0.83,10.37,5.0,898764.41,278331.28,325.17,191.67,5.34,30.11,18.36,39.42,12.7,-0.41,-0.64,16.42,1.67,1.67,5
1,20,616.0,221.27,68.14,525.0,592.0,2.59,8222.22,15.58,8.0,0.13,84.11,10.7,10.31,4.2,13.4,18.82,9.09,625992.87,153789.23,586.89,304.17,8.96,75.51,111.44,137.51,42.09,0.26,-0.13,20.61,2.95,1.67,2
1,25,908.0,346.33,56.54,541.98,837.99,2.66,7679.29,13.25,26.26,0.2,81.74,7.72,13.14,5.24,13.36,20.1,9.97,620010.57,147195.53,670.82,401.79,9.89,74.52,133.99,165.35,46.33,0.26,-0.14,21.98,2.77,1.67,2
1,30,1240.0,630.33,56.69,553.04,1125.27,2.48,7761.45,13.55,41.92,0.19,87.92,12.5,18.56,7.04,12.64,20.38,10.14,640487.18,157723.45,607.62,422.34,9.04,63.94,146.24,174.64,47.42,0.14,-0.14,24.14,2.71,1.67,2
1,35,1148.0,537.31,63.01,540.53,1061.65,2.46,7377.36,11.79,72.61,0.11,89.77,13.27,21.01,7.17,8.97,21.08,9.73,647216.61,164811.17,665.05,406.88,8.75,63.95,139.5,180.91,45.32,0.02,-0.23,21.61,2.76,1.67,2
1,40,993.0,258.63,60.79,542.88,938.61,2.46,6880.23,12.66,85.07,0.05,88.19,19.23,21.94,7.95,7.22,20.87,9.49,632785.62,160252.42,730.28,415.61,8.68,59.85,135.37,171.36,43.07,-0.04,-0.27,19.53,3.24,1.67,2
1,45,778.02,260.11,68.69,546.14,743.18,2.3,6463.99,9.27,62.46,0.02,89.44,15.75,20.66,7.17,5.57,22.05,10.07,625764.69,152669.78,838.06,440.87,9.21,57.22,128.83,168.87,41.15,-0.09,-0.31,16.26,3.13,1.67,3
1,50,694.0,91.98,66.48,511.6,664.14,2.67,6827.0,11.19,54.95,-0.02,78.35,13.28,20.16,6.74,4.5,22.64,10.31,635489.3,158642.38,826.24,457.59,9.55,54.64,109.92,143.85,36.45,-0.1,-0.37,14.5,2.69,1.67,3
1,55,629.0,89.67,78.48,525.83,614.02,2.04,5362.64,14.29,48.26,0.0,81.23,15.16,21.66,6.67,3.67,23.76,10.55,652963.27,159445.98,939.63,487.45,10.35,49.84,88.26,119.23,33.32,-0.1,-0.46,11.82,2.29,1.67,3
1,60,508.0,70.7,70.4,520.57,491.47,1.97,4966.18,7.4,18.04,0.0,68.13,15.34,20.32,6.36,2.52,22.14,9.78,652945.01,157869.06,856.77,473.42,9.46,46.1,74.53,101.84,30.59,-0.08,-0.52,12.85,3.33,1.67,3
1,65,518.0,41.73,74.34,501.1,501.98,2.59,5842.77,7.56,23.14,-0.05,60.42,14.23,16.26,5.18,2.26,20.54,9.54,650736.98,160860.78,774.05,403.75,10.31,43.03,53.29,85.06,26.31,-0.12,-0.58,11.54,3.89,1.67,3
1,70,270.15,19.73,0.0,0.0,265.57,1.67,4537.04,5.13,10.3,-0.08,45.81,10.67,13.73,4.39,1.97,19.66,8.73,701210.83,183352.99,658.6,336.74,10.24,39.36,43.53,61.27,21.14,-0.11,-0.61,12.67,0.0,1.67,4
1,75,433.85,83.38,0.0,0.0,431.56,1.67,2604.17,2.38,56.09,-0.19,40.57,12.44,12.05,4.26,1.06,15.92,6.75,789407.66,208778.7,510.13,238.31,8.35,34.61,31.59,46.52,19.54,-0.32,-0.63,12.4,1.67,1.67,4
2,20,707.0,292.42,52.86,542.63,677.74,2.36,6983.74,9.66,2.44,0.09,75.08,11.47,8.44,4.4,9.89,18.51,8.5,619270.6,147724.04,607.67,347.79,8.76,39.28,104.57,149.92,34.82,0.16,-0.06,20.72,2.71,1.67,1
2,25,1300.0,540.23,45.57,546.47,1176.68,2.67,8111.84,9.49,12.85,0.13,75.14,10.18,11.09,5.49,9.8,19.06,9.36,629772.47,148627.04,532.48,385.31,8.54,43.83,127.68,186.78,40.46,0.14,-0.1,22.05,2.44,1.67,1
2,30,1565.0,758.96,47.78,516.69,1442.95,2.56,7287.8,13.69,37.97,0.11,69.35,11.67,13.81,6.34,8.43,19.88,9.72,652852.76,166160.26,534.91,398.7,8.28,42.57,129.68,203.81,42.16,0.06,-0.1,21.7,2.4,1.67,1
2,35,1263.0,571.14,55.04,525.53,1156.46,2.66,7361.11,14.26,39.95,0.04,82.77,13.56,15.27,6.68,6.21,18.11,8.38,706541.17,177365.43,524.5,373.73,7.14,45.14,123.5,195.04,39.8,-0.04,-0.21,18.47,2.63,1.67,1
2,40,1012.27,338.56,55.93,506.83,935.58,2.48,7526.88,11.87,30.39,0.02,89.42,13.42,15.59,6.76,5.11,18.98,9.03,715526.33,180095.96,492.07,341.51,7.14,47.13,119.91,198.46,38.43,-0.07,-0.27,17.9,2.59,1.67,1
2,45,798.0,194.53,56.28,478.87,735.59,2.5,7722.92,9.31,37.15,-0.03,84.78,14.86,15.59,6.64,4.39,18.43,8.61,725606.47,186596.84,490.31,337.42,7.27,45.85,106.16,191.93,33.05,-0.13,-0.35,15.23,2.83,1.67,1
2,50,766.0,102.47,64.3,508.83,732.34,2.53,7049.75,6.68,33.66,-0.05,85.9,16.57,16.28,6.73,2.87,19.01,8.74,728153.62,185392.47,570.07,350.86,7.64,42.33,93.01,161.21,29.69,-0.13,-0.36,13.63,2.5,1.67,6
2,55,797.73,103.06,67.13,506.74,771.84,2.5,6526.57,9.19,23.44,-0.04,86.31,13.93,16.9,6.46,2.11,19.81,8.73,722612.67,179970.62,617.86,383.44,7.65,40.44,81.2,147.73,24.08,-0.13,-0.47,12.36,2.78,1.67,6
2,60,701.0,108.74,59.26,467.83,680.5,2.17,6309.94,6.73,47.14,-0.07,82.23,11.4,16.24,5.83,1.92,18.34,8.57,769980.4,197994.13,523.29,337.6,7.78,41.86,60.15,110.83,20.79,-0.16,-0.54,11.39,2.92,1.67,6
2,65,544.0,51.22,63.48,484.87,536.23,2.33,5555.56,6.86,26.42,-0.12,81.8,13.41,14.22,4.88,1.05,16.17,7.52,772582.17,198145.49,518.92,291.11,7.16,38.46,42.94,84.52,17.13,-0.17,-0.59,8.69,3.33,1.67,6
2,70,291.15,25.81,0.0,0.0,286.53,2.5,7166.67,5.16,10.4,-0.15,74.81,11.21,12.57,4.33,0.92,14.21,6.53,824714.0,219228.09,413.22,260.58,6.28,32.46,28.39,57.82,14.56,-0.2,-0.63,12.83,1.67,0.0,5
2,75,473.7,114.47,0.0,0.0,467.92,2.33,7500.0,5.61,64.7,-0.22,68.63,9.78,11.02,3.56,0.75,12.2,6.07,891229.8,241989.22,323.13,192.78,5.74,30.09,21.73,39.67,13.1,-0.38,-0.64,9.27,0.0,1.67,5
1,20,541.0,66.05,78.52,517.32,516.55,2.5,7809.52,8.47,3.06,0.1,68.45,11.07,7.52,3.72,13.19,20.09,8.95,582069.32,143782.76,688.43,315.56,10.43,74.68,95.7,128.74,41.62,0.29,-0.13,16.26,2.25,1.67,2
1,25,480.0,67.3,65.25,552.51,441.04,2.47,7013.61,10.71,14.03,0.19,80.37,11.79,12.39,4.81,12.73,20.44,9.88,611646.97,142647.79,721.23,396.68,10.36,71.03,131.44,157.17,45.43,0.21,-0.12,21.42,2.81,1.67,2
1,30,587.0,139.26,70.05,578.09,547.14,2.42,7750.75,12.35,25.36,0.2,83.79,11.01,16.7,6.19,11.81,21.85,10.57,601521.33,144678.67,719.82,449.1,10.43,67.95,145.7,176.76,48.86,0.16,-0.18,20.85,2.82,1.67,2
1,35,534.0,113.73,68.86,560.58,512.64,2.5,5938.51,6.86,44.25,0.1,76.41,10.8,17.41,6.3,8.09,22.64,10.68,593692.51,146769.29,760.28,436.96,10.48,60.41,140.88,181.11,45.37,0.0,-0.23,19.03,2.91,1.67,2
1,40,514.0,61.37,75.59,573.72,496.28,2.44,6132.23,8.05,42.54,0.07,83.44,10.69,18.3,6.58,7.3,22.9,10.63,583192.58,143114.96,866.75,479.29,10.94,60.37,150.04,188.72,44.42,-0.01,-0.21,15.26,2.74,1.67,2
1,45,575.0,65.24,80.98,563.56,554.71,2.11,5434.78,7.76,41.94,0.05,85.35,12.73,20.57,7.2,6.07,26.59,10.97,556883.41,136556.25,978.07,487.17,11.26,61.52,138.36,173.64,42.35,-0.02,-0.27,14.37,2.78,1.67,2
1,50,627.0,43.61,79.85,543.47,605.98,2.94,5590.6,6.51,34.63,0.01,81.74,13.15,19.5,6.7,4.12,26.44,10.76,567388.11,138517.99,1030.59,497.76,11.19,54.34,114.57,145.61,36.48,-0.05,-0.36,12.2,2.97,1.67,3
1,55,517.0,36.14,76.54,538.19,508.04,1.9,5825.69,5.45,21.75,0.0,69.69,12.26,19.83,6.45,3.39,27.24,11.71,558097.57,134228.27,1038.57,556.53,11.85,50.46,95.9,126.54,34.25,-0.06,-0.44,11.77,1.67,1.67,3
1,60,395.0,29.09,73.82,545.38,387.57,2.22,5370.37,6.9,17.34,0.01,70.49,11.88,18.88,5.88,2.43,26.27,11.04,576234.19,139712.12,1049.36,550.47,11.51,46.34,73.79,104.85,28.66,-0.08,-0.5,9.61,2.08,1.67,3
1,65,341.0,27.85,75.96,541.81,336.54,2.08,5542.86,2.94,15.6,-0.03,59.58,11.79,17.19,5.52,1.89,23.95,10.55,620253.8,153790.07,945.98,499.26,11.87,41.87,56.72,82.3,25.23,-0.09,-0.57,7.37,3.33,1.67,3
1,70,269.0,21.5,0.0,0.0,268.0,0.0,3075.76,3.36,20.0,-0.1,47.58,16.44,14.73,5.25,1.76,21.16,9.6,660631.22,168147.14,772.64,433.19,10.83,38.93,39.08,57.13,20.02,-0.18,-0.61,8.21,0.0,1.67,4
1,75,372.0,63.99,0.0,0.0,370.0,3.33,4705.88,3.5,33.0,-0.17,43.99,12.74,11.91,4.38,1.08,16.26,7.14,764849.86,194563.78,552.96,273.41,8.51,34.84,31.92,42.82,16.43,-0.27,-0.63,6.36,3.33,0.0,4
2,20,416.0,56.77,66.21,532.06,398.26,2.04,8455.56,7.58,7.89,-0.01,70.53,13.01,6.46,3.81,7.5,19.92,8.93,584040.29,145606.96,650.77,281.64,10.5,35.87,90.57,129.14,31.29,0.1,-0.18,14.63,2.86,1.67,1
2,25,513.0,76.81,62.16,561.59,470.59,2.54,8574.88,12.2,6.06,0.09,69.73,10.06,10.21,4.9,7.53,20.3,9.55,583071.07,137423.43,591.67,382.91,9.93,39.74,116.52,164.84,38.66,0.1,-0.08,18.17,1.97,1.67,1
2,30,651.0,140.85,59.35,561.31,604.06,2.25,6906.67,10.03,24.49,0.07,68.32,9.14,12.41,5.61,7.08,19.99,9.67,629687.13,150257.46,529.05,386.78,9.38,41.4,118.98,188.83,39.76,0.03,-0.14,16.08,2.0,1.67,1
2,35,539.0,107.99,66.8,537.63,513.51,2.82,6408.24,6.78,16.39,0.01,77.51,10.99,14.32,6.6,4.92,18.4,9.26,685089.84,165167.82,471.62,383.33,8.38,37.54,113.42,197.48,37.69,-0.05,-0.26,18.11,2.53,1.67,1
2,40,616.0,70.03,64.27,528.59,579.15,2.56,7060.61,7.91,27.64,-0.01,86.57,16.05,16.19,7.21,4.4,19.29,8.68,721670.98,178805.98,550.73,336.92,8.56,42.25,112.33,201.99,37.36,-0.06,-0.27,14.07,2.58,1.67,1
2,45,721.0,77.57,59.79,545.16,687.47,2.42,6282.91,4.19,26.83,-0.06,84.84,15.35,15.49,6.94,3.52,19.31,8.71,703327.73,180287.12,535.22,332.8,8.3,41.14,100.28,184.83,32.83,-0.09,-0.31,13.46,2.84,1.67,1
2,50,635.0,45.88,66.76,541.67,614.7,2.38,6098.41,5.02,21.75,-0.07,89.63,13.76,15.61,6.44,2.4,20.83,9.29,673797.41,174054.31,658.02,385.63,8.94,39.53,86.57,151.28,28.93,-0.11,-0.38,9.99,2.67,1.67,6
2,55,590.0,41.59,69.2,533.76,573.79,2.5,5707.87,4.4,17.83,-0.06,83.49,12.03,15.95,5.94,1.74,21.02,9.5,673149.49,163204.71,719.58,434.04,8.81,39.8,75.67,139.59,23.29,-0.14,-0.44,9.31,2.17,1.67,6
2,60,462.0,39.05,66.26,546.81,451.9,2.08,7142.86,5.46,11.36,-0.08,80.2,11.36,14.27,5.19,1.49,18.34,8.61,712374.88,179277.37,639.21,362.25,8.5,38.63,59.88,116.2,19.56,-0.14,-0.53,8.11,1.67,1.67,6
2,65,370.0,37.47,57.78,519.17,367.0,2.22,5074.07,4.86,11.0,-0.1,79.35,10.52,14.53,4.83,1.3,17.64,8.25,724344.41,182085.25,558.09,338.63,8.25,36.15,41.42,81.32,17.53,-0.13,-0.6,10.42,1.67,1.67,6
2,70,266.0,26.81,0.0,0.0,263.0,1.67,4208.33,2.26,9.0,-0.13,80.08,9.38,12.97,4.29,0.89,15.35,6.99,785242.15,199194.36,486.48,284.1,7.24,35.88,27.96,65.59,14.92,-0.15,-0.62,8.28,0.0,0.0,5
2,75,341.0,74.52,0.0,0.0,339.0,3.33,4518.52,2.64,44.0,-0.21,66.82,11.21,10.84,3.5,0.58,12.28,5.66,858925.0,215826.57,352.31,191.77,5.47,31.55,20.86,38.67,9.57,-0.34,-0.63,5.87,5.0,1.67,5
1,20,792.0,184.05,77.13,480.67,756.3,2.42,8692.98,6.97,9.74,0.1,69.39,19.39,7.54,3.54,13.46,19.79,8.59,640340.88,173830.3,603.1,287.56,9.44,76.85,99.35,126.22,43.46,0.26,-0.16,17.37,2.84,1.67,2
1,25,861.0,257.02,61.5,535.39,760.22,2.36,8519.05,15.78,15.34,0.2,86.0,10.96,13.54,5.14,13.38,19.78,9.62,612578.78,151144.73,573.97,387.23,9.32,73.67,135.89,160.35,45.85,0.25,-0.15,23.94,2.95,1.67,2
1,30,1232.0,442.32,59.1,558.58,1130.51,2.4,7193.72,11.88,56.64,0.21,75.2,12.45,17.04,6.26,10.55,21.21,9.97,610943.71,157287.92,626.99,403.73,9.46,66.93,149.33,166.7,46.87,0.13,-0.16,22.49,3.1,1.67,2
1,35,1332.0,440.23,68.76,541.53,1240.3,2.46,7122.99,10.14,60.33,0.14,83.74,14.8,19.94,7.06,8.72,22.63,9.99,623428.13,158084.47,776.91,444.59,9.6,64.71,142.85,168.32,44.1,0.09,-0.22,21.1,2.93,1.67,2
1,40,1459.0,202.59,64.4,531.45,1390.86,2.7,6665.05,8.79,70.14,0.1,85.99,14.13,21.06,7.43,7.12,23.21,10.17,620289.6,161768.72,851.1,460.01,9.94,64.41,140.57,176.79,45.73,0.0,-0.22,17.12,2.7,1.67,2
1,45,1409.0,179.77,68.12,534.82,1365.95,2.35,5307.19,5.83,70.45,0.05,82.87,12.22,21.0,6.88,6.96,24.69,10.15,589150.78,155498.14,930.05,471.97,10.31,60.69,131.31,178.62,42.64,-0.02,-0.27,14.68,2.89,1.67,2
1,50,1003.0,98.28,64.94,528.3,969.79,2.07,5438.42,7.55,50.48,0.04,72.62,11.81,20.24,7.03,4.49,25.63,10.22,569354.57,154642.94,1000.73,500.45,10.67,57.3,117.6,152.09,40.3,-0.03,-0.35,12.46,2.78,1.67,3
1,55,759.0,78.01,72.94,529.81,743.55,2.41,5834.95,10.41,29.19,0.05,80.96,13.48,22.02,7.04,3.78,26.22,11.09,579952.87,151146.28,998.95,529.7,10.93,49.76,100.6,119.56,37.15,-0.01,-0.44,10.89,2.73,1.67,3
1,60,551.0,60.06,66.4,532.27,544.18,2.5,4840.58,9.91,25.59,0.02,68.08,16.42,20.5,6.43,2.9,24.03,10.59,622086.77,163552.12,922.64,519.32,11.16,46.77,73.69,104.44,29.76,-0.09,-0.54,8.64,3.57,0.0,0
1,65,463.0,42.84,77.37,528.19,456.46,2.08,4138.89,7.77,21.27,-0.07,64.91,15.02,17.57,5.74,2.03,20.83,9.63,696891.22,182368.8,827.4,424.66,10.32,40.69,51.24,74.43,23.65,-0.11,-0.59,9.29,3.33,1.67,3
1,70,262.99,21.92,0.0,0.0,258.21,2.08,5245.61,6.36,17.93,-0.1,49.45,14.06,14.43,4.84,1.46,18.66,8.39,731311.72,200249.16,705.67,355.61,10.11,37.3,38.72,57.93,20.86,-0.15,-0.61,13.89,1.67,1.67,4
1,75,465.01,99.22,0.0,0.0,460.23,2.5,4333.33,4.11,52.6,-0.2,36.19,9.51,11.09,3.99,0.76,14.58,6.87,830370.56,234407.12,469.39,249.46,7.78,33.21,26.28,37.06,13.67,-0.29,-0.64,8.15,1.67,1.67,4
2,20,767.0,208.02,63.77,508.32,739.06,2.73,6560.61,7.95,2.54,0.05,73.4,14.07,7.13,3.91,8.44,20.57,8.3,648139.0,174602.01,545.67,287.64,9.8,40.41,91.19,135.44,32.74,0.15,-0.17,17.05,2.31,1.67,1
2,25,1247.0,387.08,53.41,546.44,1140.55,2.52,8084.7,12.44,15.21,0.12,77.05,12.36,10.52,4.99,8.85,19.91,9.45,621247.48,156729.01,556.25,412.81,9.08,43.68,121.88,184.35,40.3,0.13,-0.1,20.39,2.22,1.67,1
2,30,1743.0,591.66,53.68,527.09,1597.16,2.4,7600.0,12.24,14.23,0.11,77.2,12.44,13.92,6.52,7.48,19.74,9.49,649587.4,164329.3,524.8,424.89,8.46,38.21,128.51,199.05,41.42,0.07,-0.14,19.38,2.65,1.67,1
2,35,1690.0,512.47,49.73,501.72,1551.39,2.66,7447.51,13.72,55.98,0.05,76.86,13.52,15.15,6.8,5.59,18.62,8.97,708665.76,181880.04,526.46,374.51,7.61,42.52,128.85,209.02,39.22,-0.02,-0.21,17.15,2.61,1.67,1
2,40,1712.0,229.32,53.86,485.39,1582.79,2.59,7261.56,10.89,57.0,0.02,92.13,12.64,16.37,7.03,4.7,17.8,8.52,750283.93,198857.75,454.08,344.87,6.84,45.97,119.07,218.07,39.89,-0.04,-0.22,16.61,2.37,1.67,1
2,45,1397.0,173.93,52.06,490.07,1316.01,2.45,6733.05,7.74,38.81,-0.03,88.17,14.25,16.58,7.11,3.42,18.22,8.24,751300.98,202203.36,509.51,321.29,7.12,43.55,107.66,187.86,34.56,-0.07,-0.29,13.67,3.03,1.67,1
2,50,951.0,97.52,56.33,503.83,926.58,2.54,5938.12,6.08,21.85,-0.06,87.46,17.45,16.12,6.57,2.91,18.02,8.43,758642.26,203425.13,559.63,333.39,7.33,42.26,95.53,169.49,28.98,-0.11,-0.36,12.46,2.75,1.67,6
2,55,834.0,91.75,58.29,487.75,793.68,2.46,6735.04,6.62,29.71,-0.07,84.44,14.32,15.25,5.94,2.25,18.27,8.74,741178.92,194549.27,575.66,382.75,7.74,39.99,77.51,139.44,24.88,-0.12,-0.47,10.85,2.36,1.67,6
2,60,704.0,78.93,63.09,479.41,689.07,2.38,5813.95,6.97,32.0,-0.1,79.22,12.82,14.12,4.98,1.73,17.35,8.43,772790.62,200931.19,595.59,387.86,7.59,36.5,56.92,101.82,20.85,-0.14,-0.53,9.48,2.92,1.67,6
2,65,570.0,56.96,75.5,485.7,558.09,2.14,6305.56,8.06,28.93,-0.13,81.51,11.74,14.15,4.86,1.71,15.75,7.66,797605.69,210997.2,557.36,346.97,7.23,36.69,39.49,77.83,18.93,-0.16,-0.58,9.96,2.78,1.67,6
2,70,353.4,33.66,0.0,0.0,349.67,1.67,6078.43,4.58,18.67,-0.16,75.88,10.29,13.43,4.37,0.99,14.43,6.87,859281.49,241208.12,448.02,264.58,6.4,35.76,31.61,60.3,16.1,-0.2,-0.61,10.0,1.67,1.67,5
2,75,476.6,123.9,0.0,0.0,475.35,1.67,3666.67,3.92,63.46,-0.24,64.54,11.09,9.63,3.29,0.67,10.16,5.36,924980.68,254813.58,310.44,197.59,5.06,30.3,18.96,36.15,10.98,-0.39,-0.64,6.25,5.0,0.0,5
1,20,579.0,17.51,76.28,479.73,570.67,2.08,5983.33,2.16,2.08,0.07,64.01,12.18,6.23,3.09,10.05,20.5,7.65,605486.33,146988.89,757.54,294.66,10.4,74.32,86.1,113.55,37.37,0.24,-0.22,13.8,2.58,1.67,2
1,25,358.0,11.27,71.46,504.27,330.32,2.56,7534.48,6.19,5.54,0.14,62.41,9.64,9.55,3.5,10.6,22.68,9.6,584822.34,136878.95,777.59,312.97,10.78,67.79,107.51,132.53,42.73,0.2,-0.19,16.55,2.56,1.67,2
1,30,247.0,19.29,70.29,540.65,215.47,2.31,8163.84,8.51,12.26,0.15,73.05,10.67,13.86,4.97,9.67,23.64,10.27,568829.02,135093.29,849.74,439.78,10.74,66.75,121.76,146.79,43.33,0.14,-0.19,16.89,2.39,1.67,2
1,35,313.0,23.39,73.28,565.69,299.64,2.38,7690.91,4.88,20.99,0.14,70.57,10.94,16.75,6.08,8.55,26.03,11.46,558583.44,123857.2,881.21,470.89,11.5,64.44,145.38,185.46,48.44,0.08,-0.19,17.99,2.63,0.0,0
1,40,756.0,11.27,76.75,553.83,735.62,2.27,4654.65,1.96,61.15,0.08,70.92,10.25,18.22,6.46,5.49,27.62,10.66,524877.01,126512.69,1110.49,467.04,11.72,60.12,149.56,174.8,46.87,-0.01,-0.2,14.54,2.88,1.67,2
1,45,1401.0,19.42,77.15,560.86,1369.73,2.38,5165.58,3.13,83.39,0.05,73.82,11.02,18.57,6.72,5.6,28.45,10.89,497640.67,124729.08,1203.49,495.28,12.39,60.55,139.6,169.87,46.6,0.03,-0.2,12.39,3.02,1.67,2
1,50,1158.0,19.78,78.77,544.64,1138.22,1.92,4101.52,2.1,31.96,0.07,76.87,11.35,20.26,7.0,4.22,29.74,11.53,492428.59,122175.4,1197.71,559.16,12.06,55.9,123.16,144.02,40.57,0.01,-0.33,11.99,3.27,1.67,3
